system:index,address_land,address_road,agency_code,agency_name,amusement_facility,area,buffer_100_lst,buffer_200_lst,buffer_300_lst,buffer_500_lst,buffer_50_lst,convenience_facility,cultural_facility,data_date,designated_date,id,management_agency,other_facility,park_lst,park_name,park_ndvi,park_type,sports_facility,tel,.geo
0000000000000000009e,,전라남도 순천시 강남로 70(장천동),4820000,전라남도 순천시,,2610.0,48.15509463592929,47.196826947304345,46.685840167759835,47.121773784938796,48.878243853618144,,,2024-11-19,2009-03-27,46150-00113,전라남도 순천시청,,49.42389164000002,제12수변공원,0.20379912327924324,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49014930086898,34.951811919134315]}"
0000000000000000009d,,전라남도 순천시 성동교길 68,4820000,전라남도 순천시,,2510.0,47.3714944851298,46.95040089738341,46.92129717170092,46.97924382148604,47.6244978105017,,,2024-11-19,2009-03-27,46150-00114,전라남도 순천시청,,48.22074859999998,제13수변공원,0.0872250252270434,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49252154262942,34.9499257193887]}"
0000000000000000009c,,전라남도 순천시 중앙1길 18(장천동),4820000,전라남도 순천시,,2550.0,50.029458904868854,50.15023937416374,50.43010530052126,49.778053515877744,50.15624035342039,,,2024-11-19,2009-03-27,46150-00115,전라남도 순천시청,,50.29548674,제15수변공원,0.10788648301401957,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48794650494861,34.949029440076956]}"
0000000000000000009b,,전라남도 순천시 역전2길 50(조곡동),4820000,전라남도 순천시,,13700.0,46.55286900721065,46.11401858430633,47.062694420905345,48.25062448115067,46.95281178956523,,,2024-11-19,2009-03-27,46150-00116,전라남도 순천시청,,45.94434727999999,제16수변공원,0.1702646893185658,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49756032681984,34.94800384683466]}"
0000000000000000009a,,전라남도 순천시 장평로 60,4820000,전라남도 순천시,화장실,5450.0,48.74930725596316,47.717727711531964,47.775450476173305,48.69163419420906,49.487083078899644,,,2024-11-19,2009-03-27,46150-00117,전라남도 순천시청,,48.78813992000005,제17수변공원,0.07018466392403105,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4960888234722,34.945145563059405]}"
00000000000000000099,,전라남도 순천시 하풍길 67(풍덕동),4820000,전라남도 순천시,,7130.0,46.61751908214986,46.20627108575558,47.06982436796845,48.88994331595718,47.126694928702136,,,2024-11-19,2009-03-27,46150-00118,전라남도 순천시청,,48.159224240000015,제18수변공원,0.10428203728258326,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4995936769002,34.94336192263802]}"
00000000000000000098,,전라남도 순천시 강남로 19(풍덕동),4820000,전라남도 순천시,,24810.0,51.60298976157456,50.519741238764986,49.12149256269119,48.746338845978656,51.79422620234375,,,2024-11-19,2009-03-27,46150-00119,전라남도 순천시청,,52.189069819999986,제20수변공원,0.1377382175054205,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49282030240003,34.94787899200517]}"
00000000000000000097,전라남도 순천시 풍덕동 324-1번지,,4820000,전라남도 순천시,,26850.0,45.39197215155064,44.771233328337246,45.133859572153455,45.467552006203825,45.61816378554194,,,2024-11-19,2009-03-27,46150-00120,전라남도 순천시청,,44.895015140000055,제21수변공원,0.17174506130230419,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5027239658397,34.93645923420729]}"
00000000000000000008,전라남도 순천시 매곡동 549-1,,4820000,전라남도 순천시,,16765.0,46.813498438457394,46.602936984859426,46.09077611428042,44.851428878995954,46.99130703172314,,,2024-11-19,2017-11-15,46150-00181,전라남도 순천시청,,47.144072300000005,동천그린웨이,0.21159863709060567,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48863320651081,34.96287048974685]}"
00000000000000000022,전라남도 순천시 매곡동 549-1,,4820000,전라남도 순천시,,16765.0,46.813498438457394,46.602936984859426,46.09077611428042,44.851428878995954,46.99130703172314,,,2024-11-19,2017-11-15,46150-00181,전라남도 순천시청,,47.144072300000005,동천고수부지,0.21159863709060567,수변공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48863320651081,34.96287048974685]}"
00000000000000000032,전라남도 순천시 장천동 81,전라남도 순천시 장천안길9,4820000,전라남도 순천시,조합놀이대+그네,2210.0,50.37749982652781,50.23215232558867,50.2863615410909,49.79357467982213,50.51130299796198,,,2024-11-19,1978-05-15,46150-00009,전라남도 순천시청,,50.58943646,장천공원,0.24618487650797274,어린이공원,게이트볼장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4872375078811,34.949029440076956]}"
00000000000000000031,전라남도 순천시 풍덕동885,전라남도 순천시 역전광장3길15,4820000,전라남도 순천시,조합놀이대,2578.0,50.875830841487364,50.722828250937575,50.07667343585509,49.57232799250688,50.850284283928595,,,2024-11-19,1978-05-15,46150-00010,전라남도 순천시청,,50.80818973999999,역전공원,0.20492916071988027,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.50145312203949,34.94442764778981]}"
00000000000000000030,전라남도 순천시 풍덕동1274-1,,4820000,전라남도 순천시,조합놀이대,1447.0,47.519252392766354,47.097826433770734,47.72645939262948,48.70674527728938,47.858224933194506,,야외무대,2024-11-19,1978-05-15,46150-00011,전라남도 순천시청,,48.05668364000002,조산공원,0.30411906193625976,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49749789940508,34.94214012894938]}"
0000000000000000002e,전라남도 순천시 풍덕동1287,,4820000,전라남도 순천시,조합놀이대,4431.0,46.399101141552954,46.303129744496204,46.90892439371964,47.58837925456006,46.61784743465925,화장실,,2024-11-19,1980-05-09,46150-00014,전라남도 순천시청,,46.077650059999996,풍덕공원,0.31438127090301005,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49843431062631,34.93989720111949]}"
0000000000000000002d,전라남도 순천시 풍덕동 1263-9,,4820000,전라남도 순천시,,1477.0,47.738005335345555,46.824030451006536,47.37556658379294,48.715747415137116,48.118870950540874,화장실,,2024-11-19,1980-05-09,46150-00015,전라남도 순천시청,,48.38139554000003,상풍공원,0.17859629833241708,어린이공원,게이트볼장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49505877112885,34.946875694268144]}"
0000000000000000002c,전라남도 순천시 풍덕동1283,,4820000,전라남도 순천시,조합놀이대+시소,1001.0,51.812021655828765,51.79814361695655,51.683782922536864,49.65920550951508,51.86071942369128,,,2024-11-19,1980-05-09,46150-00016,전라남도 순천시청,,52.0147508,중풍공원,0.21134411823447175,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49423383743394,34.941426672780835]}"
0000000000000000002b,전라남도 순천시 남정동 543-4,,4820000,전라남도 순천시,미끄럼틀+시소,1461.0,48.78640053113451,48.593877243360126,48.14959762485881,47.5727248300465,48.64167388322293,,,2024-11-19,1980-05-09,46150-00017,전라남도 순천시청,,48.35405137999999,신흥공원,0.29144336942056615,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49061304737855,34.93824287462868]}"
0000000000000000002a,,전라남도 순천시 승주읍 서평내동1길 26,4820000,전라남도 순천시,,3515.0,33.509950378504485,33.45513413877295,33.19303777590204,32.65526332762439,33.48644865606548,,,2024-11-19,1981-12-30,46150-00018,전라남도 순천시청,,34.42220186000003,내동공원,0.35601701275956965,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.38826775999986,35.01591149677758]}"
00000000000000000029,,전라남도 순천시 승주읍 승평동길 46,4820000,전라남도 순천시,,2600.0,44.38948753533699,42.64633948025788,40.93981128292574,39.23387420204931,45.083351212705026,,,2024-11-19,1981-12-30,46150-00019,전라남도 순천시청,,45.28466942,승평공원,0.29865125240847784,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.37653586512826,35.01837737966015]}"
00000000000000000026,전라남도 순천시 저전동238-1,,4820000,전라남도 순천시,조합놀이대,1786.0,48.566361086425985,48.680547189068875,48.81223259622474,47.964619865085965,48.3697757979018,화장실,,2024-11-19,1987-02-19,46150-00026,전라남도 순천시청,,48.125044040000034,저전공원,0.15499172642029785,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48394669130364,34.94749550931457]}"
0000000000000000004e,전라남도 순천시 용당동569,,4820000,전라남도 순천시,조합놀이대,3044.0,43.69666985078112,44.38568606625499,44.00664048610326,42.482965622386324,43.500268572171024,,,2024-11-19,1987-02-19,46150-00027,전라남도 순천시청,,43.36374218000003,용당공원,0.2802032205287178,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49192848218931,34.973880010247825]}"
0000000000000000004d,전라남도 순천시 덕월동331-20+ 산21-1+ 331-15,,4820000,전라남도 순천시,조합놀이대,2591.0,44.455535972348535,44.907442308493195,45.087690070331966,44.067984176951114,44.211728946938024,음수대,,2024-11-19,1987-02-19,46150-00028,전라남도 순천시청,,44.11912460000002,소라공원,0.27813534053307154,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48758085866221,34.929668023302895]}"
0000000000000000004c,전라남도 순천시 가곡동115-1,,4820000,전라남도 순천시,조합놀이대,1500.0,46.029707823740374,44.33362647572023,42.77341381516416,40.232818802375554,46.59632216467736,,,2024-11-19,1987-02-19,46150-00029,전라남도 순천시청,,47.304719240000054,가곡공원,0.18984825899170585,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48416072815422,34.98571892354471]}"
0000000000000000004b,전라남도 순천시 조례동1730-5,,4820000,전라남도 순천시,,1520.0,42.028679208493344,41.12318704780552,41.035866244497534,40.801051355366845,42.78851408274554,,,2024-11-19,1987-02-19,46150-00030,전라남도 순천시청,,41.81537911999999,비봉공원,0.24903606259922886,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52005649163446,34.97037069771875]}"
0000000000000000004a,전라남도 순천시 조례동1385-9,,4820000,전라남도 순천시,,2310.0,45.69985295116675,45.18798875970146,44.936427622522736,45.02607613480321,46.203505622446094,,,2024-11-19,1987-02-19,46150-00031,전라남도 순천시청,,46.504902560000005,운동공원,0.21529077424273932,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51462530655138,34.956868539728916]}"
00000000000000000049,전라남도 순천시 석현동894-8,,4820000,전라남도 순천시,조합놀이대,1502.0,39.92226906955359,39.21877962153303,38.130145813901116,36.104665026569315,40.17239622280938,,,2024-11-19,1989-08-03,46150-00034,전라남도 순천시청,,39.69962473999999,향림공원,0.22611031875020732,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.47328943978592,34.97491898079326]}"
00000000000000000047,전라남도 순천시 가곡동991,,4820000,전라남도 순천시,조합놀이대,2558.0,44.55498173891217,44.13310032029676,43.6977877300153,42.484892007530675,44.33353869148938,,,2024-11-19,1989-12-16,46150-00037,전라남도 순천시청,,43.82517488000002,신기안동네공원,0.397512353041404,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48019212821666,34.97547636842494]}"
00000000000000000045,전라남도 순천시 연향동1356,,4820000,전라남도 순천시,그네,2183.0,47.724856405299214,47.911112291746676,47.980491462313395,47.84666276121067,47.44712233942008,화장실,,2024-11-19,1990-05-26,46150-00039,전라남도 순천시청,,47.18508854000004,은성공원,0.25787464206172445,어린이공원,게이트볼장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51586939574528,34.94895363535905]}"
00000000000000000044,전라남도 순천시 연향동1368,,4820000,전라남도 순천시,조합놀이대,4318.0,48.72424167879782,49.15623595249666,49.04849086232888,47.91280003851367,48.48199625146261,화장실,,2024-11-19,1990-05-26,46150-00040,전라남도 순천시청,,48.422411780000004,천주공원,0.1399423907825252,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5157802137242,34.94580996911637]}"
00000000000000000043,전라남도 순천시 연향동1392,,4820000,전라남도 순천시,조합놀이대+흔들기구,3790.0,49.78804788528483,49.169703253601455,48.47219409221054,47.856327731114376,49.95597953273543,화장실,,2024-11-19,1990-05-26,46150-00041,전라남도 순천시청,,49.59479264000004,성광공원,0.2761708697889861,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51570440900629,34.94380337364232]}"
00000000000000000042,전라남도 순천시 연향동1383,,4820000,전라남도 순천시,조합놀이대+시소,3444.0,46.86229822292495,46.86962310364129,46.818155641997244,47.36720787473572,46.66590009884375,화장실,기적의 놀이터 5호,2024-11-19,1990-05-26,46150-00042,전라남도 순천시청,,46.65871346000006,부영1공원,0.24733794890481395,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52081899791462,34.94694258078395]}"
00000000000000000041,전라남도 순천시 연향동 1385,,4820000,전라남도 순천시,조합놀이대+그네+시소,2763.0,46.067903374769685,46.72310116898684,47.46170184835752,48.34379618826433,45.948980652620214,화장실,,2024-11-19,1990-05-26,46150-00043,전라남도 순천시청,,45.917003120000004,부영2공원,0.2672346441459876,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52045781072927,34.94481558958145]}"
00000000000000000040,전라남도 순천시 연향동1402,,4820000,전라남도 순천시,조합놀이대,2064.0,49.12548780871234,49.11727578984746,48.50392238685753,47.200007029689004,49.010959487088144,화장실,,2024-11-19,1990-05-26,46150-00044,전라남도 순천시청,,48.972713,강남공원,0.30269968348538445,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51379145465437,34.94298289904849]}"
0000000000000000003e,전라남도 순천시 해룡면 상삼리612,,4820000,전라남도 순천시,조합놀이대+시소,2300.0,47.9520802717667,48.03715510552362,47.733785377498236,46.801399002105356,47.60310489757892,,,2024-11-19,1990-11-10,46150-00046,전라남도 순천시청,,47.54056262000006,시무골공원,0.3275470292419445,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52741400837266,34.95073281667938]}"
0000000000000000003d,전라남도 순천시 해룡면 상삼리635,,4820000,전라남도 순천시,,1713.0,48.69392984925097,48.713624190067904,48.10399274135045,47.01339578088609,48.602745494895544,,,2024-11-19,1990-11-10,46150-00047,전라남도 순천시청,,48.60698486000001,가장골공원,0.22707904789891273,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52724902163366,34.948489888849494]}"
0000000000000000003c,전라남도 순천시 조례동1614,,4820000,전라남도 순천시,조합놀이대+그네,1550.0,44.24977333563578,44.395266125865625,44.692673696766654,45.46037353171691,44.21944240735789,,,2024-11-19,1990-11-10,46150-00048,전라남도 순천시청,,44.01658400000002,못안공원,0.24387216878684456,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52895685733714,34.95437144313899]}"
0000000000000000003b,전라남도 순천시 해룡면 상삼리655,,4820000,전라남도 순천시,미끄럼틀,2190.0,45.08569325860776,45.517549811264544,46.08360498857874,45.8822269602772,44.816721119375025,,,2024-11-19,1990-11-10,46150-00049,전라남도 순천시청,,44.74462226000003,옹기터공원,0.2953161685701779,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53112398044911,34.94787899200517]}"
0000000000000000003a,전라남도 순천시 해룡면 상삼리620,,4820000,전라남도 순천시,조합놀이대,2461.0,43.811577526458294,45.09987911721466,45.665258640912086,45.280233434926906,43.09947292374119,화장실,,2024-11-19,1990-11-10,46150-00050,전라남도 순천시청,,42.96725186000003,상삼2공원,0.3414197795906684,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53194445504296,34.95016651084559]}"
00000000000000000039,전라남도 순천시 해룡면 상삼리665,,4820000,전라남도 순천시,조합놀이대,1241.0,46.07460214002607,46.76015591054442,46.98280630678744,46.93221130491687,45.83276340797315,화장실,,2024-11-19,1990-11-10,46150-00051,전라남도 순천시청,,45.96485540000003,버드네2공원,0.27704032344627716,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52794910049906,34.94674192123655]}"
00000000000000000038,전라남도 순천시 조례동1660,,4820000,전라남도 순천시,조합놀이대,5060.0,43.95619484734935,44.805138757594385,44.61853861171552,43.61491824215166,43.052972942613934,화장실,,2024-11-19,1991-09-11,46150-00053,전라남도 순천시청,,43.20309524000004,서당골공원,0.3100328288894227,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51623504203164,34.962571729976275]}"
00000000000000000037,전라남도 순천시 조례동1663,,4820000,전라남도 순천시,조합놀이대,2153.0,44.72722461135016,44.14253369650575,43.50683546748139,42.267567583891136,44.80489547163435,화장실,,2024-11-19,1991-09-11,46150-00054,전라남도 순천시청,,44.19090302000001,송정공원,0.3321549773755656,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5137780773512,34.96129642707499]}"
00000000000000000036,전라남도 순천시 조례동1710-1,,4820000,전라남도 순천시,조합놀이대+시소,1498.0,48.14440317625151,48.07827761682711,47.99457105619811,47.08688597510031,48.21374414692052,화장실,,2024-11-19,1992-01-20,46150-00056,전라남도 순천시청,,48.08744582000003,동산공원,0.14204314204314206,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51590952765474,34.95317640405666]}"
00000000000000000035,전라남도 순천시 조례동 1717,,4820000,전라남도 순천시,,1673.0,48.33831449796467,48.690957082447625,48.95600925722842,48.156850477254224,48.061940661812095,화장실,,2024-11-19,1992-01-20,46150-00057,전라남도 순천시청,,47.63968520000003,장자보공원,0.2235533166828938,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51947234939645,34.95472371212221]}"
00000000000000000034,전라남도 순천시 조례동1688-1,,4820000,전라남도 순천시,조합놀이대,2320.0,49.42402612260255,49.14877139897337,48.52780758157962,47.618661701119045,49.323804872268674,화장실,,2024-11-19,1992-01-20,46150-00058,전라남도 순천시청,,49.338441139999986,신월공원,0.30465054678926856,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51885699345108,34.95742146825955]}"
00000000000000000065,전라남도 순천시 연향동1593,,4820000,전라남도 순천시,조합놀이대+그네+시소,2021.0,46.890813051898746,46.70384846099627,46.5218951254214,45.98488937887593,46.85276776394201,화장실,,2024-11-19,1992-12-21,46150-00059,전라남도 순천시청,,46.764672080000025,호반1공원,0.282897203269101,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5263081513114,34.94160949592402]}"
00000000000000000064,전라남도 순천시 연향동1627-1,,4820000,전라남도 순천시,조합놀이대+흔들기구,1861.0,43.50690630861289,43.327575725830926,42.940478541663765,42.92409084411296,43.49594799039794,,,2024-11-19,1992-12-21,46150-00060,전라남도 순천시청,,43.46286476,호반2공원,0.2483120780195049,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52997799147838,34.940731053016506]}"
00000000000000000063,전라남도 순천시 연향동1620,,4820000,전라남도 순천시,조합놀이대,1849.0,44.364158521677226,46.18569470964997,47.08957907843391,47.097676650834835,43.764445260513405,,,2024-11-19,1992-12-21,46150-00061,전라남도 순천시청,,43.490208919999986,율산공원,0.3008046441562259,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52363714978037,34.93952263663101]}"
00000000000000000061,전라남도 순천시 연향동 1435-8,,4820000,전라남도 순천시,조합놀이대+시소,1546.0,50.06320734866206,48.98220274767085,48.22954056449542,48.345758541763125,50.37649419647147,,,2024-11-19,1992-12-31,46150-00063,전라남도 순천시청,,50.12458574000004,구암공원,0.21148500365764447,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51297989826264,34.94731714527244]}"
0000000000000000005c,전라남도 순천시 연향동1485,,4820000,전라남도 순천시,조합놀이대,1517.0,48.49192721747905,48.4504819642896,48.14634112948872,47.345068176807814,48.50595374738533,,,2024-11-19,1996-05-07,46150-00068,전라남도 순천시청,,48.42924782,대석공원,0.20218137749949505,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52372633180146,34.947491050213515]}"
0000000000000000005b,전라남도 순천시 연향동1498,,4820000,전라남도 순천시,조합놀이대+그네+회전기구,1511.0,49.465306611874134,49.15727868753813,48.488477768724316,47.67316141511431,49.43210734953128,,,2024-11-19,1996-05-07,46150-00069,전라남도 순천시청,,49.49908807999998,제일공원,0.20769322852240532,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52379321831727,34.94521690867626]}"
0000000000000000005a,전라남도 순천시 연향동1508,,4820000,전라남도 순천시,시소+오르는기구+기타,1583.0,48.40178633447629,47.960836606183605,47.591799998721044,47.27213413210717,48.490608809365206,,,2024-11-19,1996-05-07,46150-00070,전라남도 순천시청,,48.31987118000001,남부공원,0.3208649495921057,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52596480053028,34.94525704058575]}"
00000000000000000059,전라남도 순천시 해룡면 상삼리692,,4820000,전라남도 순천시,조합놀이대+그네,1503.0,45.76571494584351,45.114071368039724,44.782583949562486,45.15798225569142,45.56389213126586,,,2024-11-19,1996-05-07,46150-00071,전라남도 순천시청,,45.879404900000054,매동공원,0.33566307598083367,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53049970630163,34.944833425985664]}"
00000000000000000058,전라남도 순천시 조례동1806,,4820000,전라남도 순천시,조합놀이대,1502.0,45.119850905823284,44.637721823036756,43.986516253216415,42.872148884030445,45.321351849431466,화장실,,2024-11-19,1996-05-07,46150-00072,전라남도 순천시청,,45.24023516,수매골공원,0.26349579174006654,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53286748896102,34.95686408062786]}"
00000000000000000055,,전라남도 순천시 원가곡3길24-50,4820000,전라남도 순천시,조합놀이대+그네,1520.0,39.331971756908345,39.339042541306526,39.42556021183047,39.315603179838924,39.781789760671145,,,2024-11-19,2001-11-30,46150-00076,전라남도 순천시청,,39.71329681999998,가곡5공원,0.16725735248398932,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48698333912105,34.986891667121775]}"
00000000000000000054,,전라남도 순천시 원가곡1길12-18,4820000,전라남도 순천시,조합놀이대+그네,1680.0,48.47737897278257,46.33451873634898,44.63635616317121,42.07058073079101,49.334809414246386,,,2024-11-19,2001-11-30,46150-00077,전라남도 순천시청,,49.59821066000001,가곡6공원,0.20539596672030677,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48646608339885,34.98510356759934]}"
00000000000000000053,전라남도 순천시 덕월동 1374,,4820000,전라남도 순천시,,1500.5,47.95933069124667,47.07082972978514,46.583737051924096,45.734464364352824,48.41297789220987,,,2024-11-19,2001-11-30,46150-00078,전라남도 순천시청,,48.73345160000002,덕월공원,0.14102564102564102,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48932882627518,34.931572059452726]}"
00000000000000000052,,전라남도 순천시 순천만길 617-4(안풍동),4820000,전라남도 순천시,,4900.0,41.688428727942686,41.271500283118336,41.08392704646753,40.38492155055158,42.03962090221976,,,2024-11-19,2001-11-30,46150-00079,전라남도 순천시청,,41.40179870000003,인안1공원,0.25186268839519615,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49615570998799,34.887418040821494]}"
00000000000000000051,,전라남도 순천시 북정4길 55(매곡동),4820000,전라남도 순천시,,6083.0,39.56917439004744,39.86362204555941,40.39113825913458,39.990300290924,39.550379702537334,,,2024-11-19,2001-11-30,46150-00080,전라남도 순천시청,,40.06535287999998,매곡공원,0.22214590964590963,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48004943698295,34.96614792902114]}"
00000000000000000050,전라남도 순천시 연향동1693,,4820000,전라남도 순천시,그네,1537.0,49.5985220251791,48.308040991471785,47.02573353186087,45.59260897422201,50.07474238038837,,,2024-11-19,2004-10-13,46150-00081,전라남도 순천시청,,50.008373060000054,연향3어린이공원,0.18692998204667863,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51528525350727,34.933774855373116]}"
00000000000000000081,전라남도 순천시 왕지동 846,,4820000,전라남도 순천시,조합놀이대+흔들기구,5165.0,39.070066214084264,39.890066543815514,40.81733204283454,41.2139700880518,38.82616295348217,화장실,,2024-11-19,2005-02-05,46150-00084,전라남도 순천시청,,38.78359538000001,범암1공원,0.2710955803518246,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52627693760402,34.97343410014246]}"
00000000000000000080,전라남도 순천시 왕지동 847,,4820000,전라남도 순천시,오르는기구,3281.0,39.78448277895983,40.86819535992052,41.50944019834864,41.489140998615625,39.30812930350188,,,2024-11-19,2005-02-05,46150-00085,전라남도 순천시청,,39.279208280000034,범암2공원,0.26099922683259086,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52618329648189,34.972533361729674]}"
0000000000000000007f,전라남도 순천시 왕지동 765-9(조례+왕지지구),,4820000,전라남도 순천시,,3307.0,43.495880614490865,43.13422510041749,42.79930949472177,42.00428007680436,43.592879077056885,,,2024-11-19,2005-02-05,46150-00086,전라남도 순천시청,,43.24752950000004,70공원,0.24504036119852238,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.5243818196563,34.97242634330439]}"
0000000000000000007e,전라남도 순천시 조례동 276-10(조례+왕지지구),,4820000,전라남도 순천시,,5897.0,39.347996011988855,39.714828822129135,39.547589631102866,39.16060265548628,39.016891751040134,,,2024-11-19,2005-02-05,46150-00087,전라남도 순천시청,,38.79384944000003,74공원,0.3751902036084342,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52896577553926,34.96538988184205]}"
0000000000000000007d,전라남도 순천시 조례동 산28-5(조례+왕지지구),,4820000,전라남도 순천시,,4234.0,35.84510348000001,35.49781031683005,35.73492354521154,37.09980969586458,36.18380920086279,,,2024-11-19,2005-02-05,46150-00088,전라남도 순천시청,,36.10044968,75공원,0.4482804674457429,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53247508806831,34.96647344339804]}"
0000000000000000007c,전라남도 순천시 왕지동859,,4820000,전라남도 순천시,조합놀이대,2568.0,44.64420667587573,43.90857641119807,42.858495339371984,41.04240276520934,44.850438143892646,,,2024-11-19,2005-10-13,46150-00089,전라남도 순천시청,,44.9907197,운곡1공원,0.23006754404289395,어린이공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52655340186934,34.970397452325074]}"
0000000000000000007b,전라남도 순천시 왕지동874,,4820000,전라남도 순천시,조합놀이대,1500.0,45.246058700585934,43.498350078525675,42.49485446628036,42.28813358460928,46.318795117993346,,,2024-11-19,2005-10-13,46150-00090,전라남도 순천시청,,46.405779980000034,운곡2공원,0.24662663369833981,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52401171426885,34.968555843589996]}"
0000000000000000007a,,전라남도 순천시 고지4길11-10,4820000,전라남도 순천시,조합놀이대+그네,2240.0,49.11873457794104,48.90754982054976,48.06872286449677,43.93373623183525,49.1928686753749,,,2024-11-19,2005-11-30,46150-00091,전라남도 순천시청,,49.21881044000003,가곡7공원,0.13167114527705023,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4850926802744,34.98288739437578]}"
00000000000000000079,,전라남도 순천시 고지6길 20-9(가곡동),4820000,전라남도 순천시,조합놀이대+그네,1890.0,48.23457353121048,46.916248649294744,45.40298813988657,41.430533821107154,48.89576943081787,,,2024-11-19,2005-11-30,46150-00092,전라남도 순천시청,,49.05132746000004,가곡8공원,0.17876559002238568,어린이공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48344727198567,34.98478697142454]}"
