id,park_name,park_type,address_road,address_land,latitude,longitude,area,sports_facility,amusement_facility,convenience_facility,cultural_facility,other_facility,designated_date,management_agency,tel,data_date,agency_code,agency_name
46150-00085,범암2공원,어린이공원,,전라남도 순천시 왕지동 847,34.972535,127.5261848,3281,농구장,오르는기구,,,,2005-02-05,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00084,범암1공원,어린이공원,,전라남도 순천시 왕지동 846,34.9734354,127.5262772,5165,,조합놀이대+흔들기구,화장실,,,2005-02-05,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00083,왕운공원,근린공원,,전라남도 순천시 왕지동895,34.97460438,127.5244829,11686,농구장,그네,화장실,,,2004-11-13,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00144,소공원9,소공원,,전라남도 순천시 조곡동 424-4,34.9569815,127.4930383,174,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00143,소공원8,소공원,전라남도 순천시 둑실3길 2(조곡동),전라남도 순천시 조곡동420-9(둑실A),34.95604905,127.4931039,591,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00142,소공원7,소공원,전라남도 순천시 신용길 23(가곡동),,34.97327336,127.4839429,111,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00141,소공원6,소공원,전라남도 순천시 업동1길 15(용당동),,34.9717965,127.4943371,1180,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00140,소공원5,소공원,전라남도 순천시 석현안길14-10,,34.9710586,127.4772643,214,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00139,소공원4,소공원,전라남도 순천시 환선로 166-4(석현동),,34.97012226,127.4866225,266,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00138,소공원3,소공원,전라남도 순천시 석현안길18-5,전라남도 순천시 석현동463,34.97148057,127.4768671,433,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00137,소공원2,소공원,,전라남도 순천시 매곡동8-2,34.9634251,127.4882597,169,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00136,소공원1,소공원,,전라남도 순천시 매곡동456-7,34.9630218,127.486023,685,,,,,,2006-11-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00135,69공원,어린이공원,,전라남도 순천시 덕암동404-1,34.9490596,127.5079401,483,,조합놀이대,,,,2011-07-20,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00134,33공원,근린공원,,전라남도 순천시 해룡면 신성리911,34.91818572,127.5827963,27850,,,,,,2015-07-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00133,32공원,근린공원,,전라남도 순천시 해룡면 신성리921+ 931,34.9004458,127.5844114,15950,,,,,,2015-07-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00132,31공원,근린공원,,전라남도 순천시 해룡면 선월리 산39-3번지 일원,34.9098291,127.5590082,14258,,,,,,2012-12-21,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00131,68공원,어린이공원,,전라남도 순천시 해룡면 상삼리 413번지 일원,34.9453053,127.5349296,1720,,,,,,2012-12-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00129,오천공원,어린이공원,,전라남도 순천시 오천동 712-6(오천택지),34.9316929,127.4954077,1570,,,,,,2011-09-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00128,29공원,근린공원,,전라남도 순천시 오천동 805-16(오천택지),34.9343377,127.4938921,25148,,,,,분수시설,2011-09-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00127,28공원,근린공원,,전라남도 순천시 풍덕동 1105-7,34.9372864,127.4940452,12934,,,,,,2011-09-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00126,27공원,근린공원,,전라남도 순천시 풍덕동 1137(오천택지),34.9379746,127.4982994,22098,,,,,,2011-09-30,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00125,소공원26,소공원,,전라남도 순천시 해룡면 호두리1144-2,34.9009563,127.5651533,2625,,,,,,2010-11-05,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00123,30공원,근린공원,,전라남도 순천시 해룡면 선월리 122-8(해룡산단 배수지부근),34.9049531,127.569771,59554,,,,,,2009-06-12,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00120,제21수변공원,수변공원,,전라남도 순천시 풍덕동 324-1번지,34.9364605,127.5027233,26850,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00119,제20수변공원,수변공원,전라남도 순천시 강남로 19(풍덕동),,34.94788011,127.4928185,24810,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00118,제18수변공원,수변공원,전라남도 순천시 하풍길 67(풍덕동),,34.94336357,127.4995915,7130,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00117,제17수변공원,수변공원,전라남도 순천시 장평로 60,,34.94514679,127.4960900485,5450,,화장실,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00116,제16수변공원,수변공원,전라남도 순천시 역전2길 50(조곡동),,34.94800499,127.4975616,13700,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00115,제15수변공원,수변공원,전라남도 순천시 중앙1길 18(장천동),,34.9490283,127.4879472,2550,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00114,제13수변공원,수변공원,전라남도 순천시 성동교길 68,,34.94992556,127.4925232,2510,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00113,제12수변공원,수변공원,전라남도 순천시 강남로 70(장천동),,34.9518101,127.4901489,2610,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-00112,제11수변공원,수변공원,전라남도 순천시 성동3길 2,,34.95278111,127.490788,1370,,,,,,2009-03-27,전라남도 순천시청,061-749-6330,2024-11-19,4820000,전라남도 순천시
46150-99999,순천만국가정원,국가정원,전라남도 순천시 국가정원1호길 162-2,전라남도 순천시 오천동 600,34.929837,127.502758,1120000,없음,없음,식음시설,생태학습관,조경시설,2013-10-20,전라남도 순천시청,061-749-3114,2026-06-05,4840000,전라남도 순천시
